,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text
1014,5,1,39,1,12,2,220,1392,9,11,71,à
1015,5,1,39,1,12,3,237,1387,27,20,83,sua
1016,5,1,39,1,12,4,278,1388,89,15,54,“consciencia
1017,5,1,39,1,12,5,381,1392,38,15,84,pura
1018,5,1,39,1,12,6,432,1392,27,11,92,nas
1019,5,1,39,1,12,7,472,1388,45,15,85,falca-
1020,5,1,39,1,12,8,568,1390,27,14,96,são
1021,5,1,39,1,12,9,609,1390,49,18,96,coisas
1022,5,1,39,1,12,10,673,1390,67,19,96,vulgares
1023,5,1,39,1,12,11,749,1395,8,10,88,e
1024,5,1,39,1,12,12,765,1390,61,16,82,triviacs
1025,5,1,39,1,12,13,834,1396,29,15,96,que
1026,4,1,39,1,13,0,215,1407,649,26,-1,
1027,5,1,39,1,13,1,215,1412,47,11,11,struas
1028,5,1,39,1,13,2,270,1407,130,24,76,"Constitucionaes,"
1029,5,1,39,1,13,3,409,1412,29,16,70,que
1030,5,1,39,1,13,4,453,1412,9,10,51,jo
1031,5,1,39,1,13,5,476,1413,41,18,92,povo
1032,5,1,39,1,13,6,525,1402,28,35,78,||
1033,5,1,39,1,13,7,551,1414,34,13,75,se
1034,5,1,39,1,13,8,598,1406,72,27,92,deparem
1035,5,1,39,1,13,9,673,1414,34,19,96,por
1036,5,1,39,1,13,10,716,1407,24,18,96,ahi
1037,5,1,39,1,13,11,752,1415,24,10,96,em
1038,5,1,39,1,13,12,790,1411,74,20,96,qualquer
1039,4,1,39,1,14,0,202,1412,681,44,-1,
1040,5,1,39,1,14,1,202,1431,4,4,84,>
1041,5,1,39,1,14,2,215,1432,58,19,26,espera
1042,5,1,39,1,14,3,283,1427,42,19,96,"tudo,"
1043,5,1,39,1,14,4,333,1427,8,15,78,É
1044,5,1,39,1,14,5,353,1419,49,23,8,delles
1045,5,1,39,1,14,6,414,1428,36,19,90,que
1046,5,1,39,1,14,7,453,1432,8,11,96,a
1047,5,1,39,1,14,8,471,1428,47,15,92,nação
1048,5,1,39,1,14,9,527,1436,2,3,80,-||
1049,5,1,39,1,14,10,569,1433,48,17,90,"“parte,"
1050,5,1,39,1,14,11,625,1430,30,14,96,não
1051,5,1,39,1,14,12,664,1430,30,19,96,são
1052,5,1,39,1,14,13,698,1434,8,11,91,a
1053,5,1,39,1,14,14,711,1412,124,44,67,personificação
1054,5,1,39,1,14,15,843,1431,21,15,95,do
1055,5,1,39,1,14,16,879,1430,4,3,76,|
1056,4,1,39,1,15,0,235,1444,629,45,-1,
1057,5,1,39,1,15,1,235,1452,16,16,32,a
1058,5,1,39,1,15,2,265,1448,33,36,30,UE
1059,5,1,39,1,15,3,370,1452,43,33,6,a
1060,5,1,39,1,15,4,431,1451,39,32,23,Ee:
1061,5,1,39,1,15,5,461,1444,56,26,96,social
1062,5,1,39,1,15,6,532,1469,3,2,40,|||
1063,5,1,39,1,15,7,569,1453,72,17,8,"ccaracter,"
1064,5,1,39,1,15,8,650,1447,44,17,95,como
1065,5,1,39,1,15,9,702,1449,42,16,96,devia
1066,5,1,39,1,15,10,753,1455,29,13,95,"ser,"
1067,5,1,39,1,15,11,791,1446,22,43,36,dos
1068,5,1,39,1,15,12,834,1455,30,15,95,que
1069,4,1,39,1,16,0,241,1471,623,17,-1,
1070,5,1,39,1,16,1,241,1472,39,10,87,rque
1071,5,1,39,1,16,2,305,1472,16,10,91,dos
1072,5,1,39,1,16,3,348,1471,34,15,59,"ros,"
1073,5,1,39,1,16,4,405,1472,78,13,54,dosivelhos
1074,5,1,39,1,16,5,502,1473,16,10,87,pa-
1075,5,1,39,1,16,6,569,1474,28,10,96,nos
1076,5,1,39,1,16,7,615,1474,78,14,95,"governam,"
1077,5,1,39,1,16,8,701,1471,35,14,86,nem
1078,5,1,39,1,16,9,746,1475,8,10,93,a
1079,5,1,39,1,16,10,760,1474,63,14,51,estrada
1080,5,1,39,1,16,11,831,1475,33,10,67,em-.
1081,4,1,39,1,17,0,220,1442,980,103,-1,
1082,5,1,39,1,17,1,220,1472,14,31,3,E
1083,5,1,39,1,17,2,240,1472,45,31,0,staçO
1084,5,1,39,1,17,3,286,1486,27,16,67,“da
1085,5,1,39,1,17,4,319,1479,91,26,67,"monarchia,"
1086,5,1,39,1,17,5,424,1487,38,16,80,nada
1087,5,1,39,1,17,6,475,1473,26,36,39,a
1088,5,1,39,1,17,7,509,1493,8,10,96,a
1089,5,1,39,1,17,8,611,1470,30,43,22,pOr
1090,5,1,39,1,17,9,656,1477,39,37,24,onde
1091,5,1,39,1,17,10,709,1490,81,27,65,Portugal
1092,5,1,39,1,17,11,792,1489,71,30,74,caminha
1093,5,1,39,1,17,12,1031,1473,27,43,76,fora
1094,5,1,39,1,17,13,1047,1442,41,100,39,E
1095,5,1,39,1,17,14,1100,1473,63,72,27,E
1096,5,1,39,1,17,15,1141,1473,59,31,21,ésação
1097,4,1,39,1,18,0,219,1501,928,32,-1,
1098,5,1,39,1,18,1,219,1509,62,21,96,esperar
1099,5,1,39,1,18,2,288,1507,45,15,93,Senão
1100,5,1,39,1,18,3,341,1507,125,26,57,esbanjamentos
1101,5,1,39,1,18,4,472,1513,8,10,90,e
1102,5,1,39,1,18,5,483,1507,34,23,90,em-
1103,5,1,39,1,18,6,569,1501,102,32,92,actualmente.
1104,5,1,39,1,18,7,875,1514,2,2,44,e
1105,5,1,39,1,18,8,1028,1507,35,10,8,Ate
1106,5,1,39,1,18,9,1062,1502,23,33,36,aa
1107,5,1,39,1,18,10,1084,1506,52,15,39,DISTO
1108,5,1,39,1,18,11,1143,1508,4,8,82,À
1109,4,1,39,1,19,0,193,1527,671,22,-1,
1110,5,1,39,1,19,1,193,1532,1,4,27,=
1111,5,1,39,1,19,2,221,1527,82,25,0,prestimos.
1112,5,1,39,1,19,3,308,1522,17,34,4,4
1113,5,1,39,1,19,4,402,1534,36,8,0,geeia
1114,5,1,39,1,19,5,531,1537,2,2,45,2
1115,5,1,39,1,19,6,589,1529,93,16,96,Moralidade
1116,5,1,39,1,19,7,689,1534,8,10,94,e
1117,5,1,39,1,19,8,703,1526,81,23,75,Justiça...
1118,5,1,39,1,19,9,791,1534,41,16,93,essas
1119,5,1,39,1,19,10,839,1534,25,10,81,en-
1120,4,1,39,1,20,0,204,1532,676,45,-1,
1121,5,1,39,1,20,1,204,1558,2,2,65,É
1122,5,1,39,1,20,2,257,1546,55,21,69,'odavia
1123,5,1,39,1,20,3,318,1552,34,10,97,uma
1124,5,1,39,1,20,4,352,1535,80,39,94,corrente
1125,5,1,39,1,20,5,440,1539,19,23,76,de
1126,5,1,39,1,20,6,462,1540,9,10,76,j
1127,5,1,39,1,20,7,469,1532,33,39,0,ustis
1128,5,1,39,1,20,8,557,1548,69,15,0,&tidades
1129,5,1,39,1,20,9,638,1549,59,15,96,celestes
1130,5,1,39,1,20,10,706,1554,33,16,71,que
1131,5,1,39,1,20,11,747,1542,40,35,84,Deus
1132,5,1,39,1,20,12,789,1564,10,6,72,-
1133,5,1,39,1,20,13,803,1546,60,22,92,"estima,"
1134,5,1,39,1,20,14,878,1564,2,3,50,..
1135,4,1,39,1,21,0,279,1565,585,24,-1,
1136,5,1,39,1,21,1,279,1571,65,16,23,"ensura,"
1137,5,1,39,1,21,2,349,1565,107,22,56,engrossando
1138,5,1,39,1,21,3,466,1567,27,15,90,“dia
1139,5,1,39,1,21,4,508,1573,8,10,43,a
1140,5,1,39,1,21,5,569,1573,8,11,95,a
1141,5,1,39,1,21,6,594,1568,67,21,93,Religião
1142,5,1,39,1,21,7,673,1574,60,13,84,"venera,"
1143,5,1,39,1,21,8,743,1574,12,13,64,é
1144,5,1,39,1,21,9,769,1567,22,20,85,os
1145,5,1,39,1,21,10,799,1569,69,24,85,"homens,"
1146,2,1,40,0,0,0,296,1575,572,41,-1,
1147,3,1,40,1,0,0,296,1575,572,41,-1,
1148,4,1,40,1,1,0,296,1575,572,41,-1,
1149,5,1,40,1,1,1,296,1575,89,39,37,nivolyendo
1150,5,1,40,1,1,2,392,1590,17,12,81,Os
1151,5,1,40,1,1,3,418,1592,55,18,96,nossos
1152,5,1,40,1,1,4,481,1587,36,22,51,che
1153,5,1,40,1,1,5,569,1585,87,23,0,"admiram,"
1154,5,1,40,1,1,6,659,1594,40,16,0,“essas
1155,5,1,40,1,1,7,693,1581,62,34,75,ideias.
1156,5,1,40,1,1,8,751,1581,97,35,33,veneraveis
1157,5,1,40,1,1,9,855,1588,13,17,89,e
